balanced_tree_2_6, vertex_resolution, 127, 13651, 56.968302726745605
balanced_tree_2_7, vertex_resolution, 255, 12637, 47.276456117630005
balanced_tree_2_8, vertex_resolution, 511, 29558, 112.0292558670044
balanced_tree_2_9, vertex_resolution, 1023, 69882, 276.5507781505585
balanced_tree_2_10, vertex_resolution, 2047, 120007, 522.5113010406494
balanced_tree_2_11, vertex_resolution, 4095, 162366, 764.8015167713165

balanced_tree_2_3, gabriel, 15, 18377, 17.787651777267456
balanced_tree_2_4, gabriel, 31, 21652, 23.452629804611206
balanced_tree_2_5, gabriel, 63, 29333, 32.8031485080719
balanced_tree_2_6, gabriel, 127, 33445, 41.221132040023804
balanced_tree_2_7, gabriel, 255, 44584, 86.74561667442322
balanced_tree_2_8, gabriel, 511, 47520, 111.30807757377625
balanced_tree_2_9, gabriel, 1023, 87392, 254.97863173484802
balanced_tree_2_10, gabriel, 2047, 159191, 706.5335378646851
balanced_tree_2_11, gabriel, 4095, 295235, 2229.168884754181

