,run,runtime,sample_size,stress,tree_depth
0,0.0,8.318828821182251,4.0,118660.6033461545,8.0
1,0.0,10.324093341827393,8.0,22245.521685549786,8.0
2,0.0,12.249418020248413,16.0,7876.8658470295295,8.0
3,0.0,19.657434701919556,32.0,4241.219825512364,8.0
4,0.0,33.8350350856781,64.0,3499.150591645732,8.0
5,0.0,62.296290159225464,128.0,3309.815755675456,8.0
6,0.0,131.93994879722595,256.0,3207.941339867024,8.0
7,0.0,274.3268165588379,512.0,3162.2702793592834,8.0
